    0.064633           0           0
    0.129266           0           0
    0.193899           0           0
    0.258532           0           0
    0.323165           0           0
    0.387798           0           0
    0.452431           0           0
    0.517064           0           0
    0.581697           0           0
     0.64633           0           0
    0.710963           0           0
    0.775596           0           0
     0.84023           0           0
    0.904863  0.00150373   0.0010095
    0.969496    0.166554   0.0197352
     1.03413      1.1272   0.0505898
     1.09876      2.0739   0.0774917
     1.16339     2.28705   0.0776118
     1.22803      2.0405    0.059673
     1.29266     1.81237   0.0379364
     1.35729     1.59053   0.0402837
     1.42193     1.45965   0.0555296
     1.48656      1.2743   0.0360445
     1.55119     1.26759   0.0420374
     1.61583     1.20596   0.0297172
     1.68046     1.14797   0.0333509
     1.74509     1.15463   0.0327904
     1.80973     1.14002   0.0447217
     1.87436     1.02235   0.0371947
     1.93899     1.04289   0.0353497
     2.00362     1.03663   0.0289433
     2.06826     1.06323   0.0317406
     2.13289    0.995404   0.0373638
     2.19752     1.03062   0.0304136
     2.26216      1.0306   0.0348793
     2.32679     1.03467   0.0260378
     2.39142      1.0249   0.0260161
     2.45606     1.01279   0.0306556
     2.52069     1.01891    0.026191
     2.58532     1.00419   0.0206906
     2.64995     1.01533   0.0313913
     2.71459     1.00806   0.0247064
     2.77922     0.95885   0.0238725
     2.84385    0.956842   0.0207161
     2.90849    0.986872   0.0271109
     2.97312    0.976774   0.0246299
     3.03775    0.996712   0.0228232
     3.10239     1.00795   0.0290357
     3.16702     1.00448   0.0286863
     3.23165    0.956943   0.0259815
     3.29629    0.941787   0.0240394
     3.36092    0.971657   0.0253867
     3.42555    0.984134   0.0249103
     3.49018    0.949321   0.0188799
     3.55482    0.924405   0.0209934
     3.61945    0.955461   0.0239486
     3.68408    0.947632   0.0165404
     3.74872    0.949632   0.0146409
     3.81335    0.965928   0.0162123
     3.87798    0.958724   0.0131399
     3.94262    0.963039   0.0154671
     4.00725    0.967933    0.013777
     4.07188    0.961886   0.0137976
     4.13651    0.965623   0.0137471
     4.20115    0.982424   0.0167337
     4.26578    0.960223   0.0148129
     4.33041     0.96072   0.0143082
     4.39505    0.970416   0.0157724
     4.45968    0.976173   0.0130402
     4.52431    0.965803   0.0168277
     4.58895    0.958136   0.0111678
     4.65358    0.983434   0.0127986
     4.71821    0.977401   0.0112797
     4.78285    0.974875   0.0151357
     4.84748    0.961873  0.00944442
     4.91211    0.957319  0.00632428
     4.97674    0.964303   0.0114242
     5.04138    0.974323   0.0102133
     5.10601    0.983157   0.0106076
     5.17064    0.988784   0.0093802
     5.23528    0.977918  0.00962896
     5.29991     0.96825  0.00745537
     5.36454    0.962058   0.0082596
     5.42918    0.943604    0.010734
     5.49381    0.970192   0.0132231
     5.55844    0.973478  0.00982685
     5.62307    0.953026   0.0092245
     5.68771    0.953857  0.00915172
     5.75234    0.971979  0.00912356
     5.81697    0.969484  0.00828267
     5.88161    0.977797  0.00861143
     5.94624    0.980965   0.0105479
     6.01087    0.977004  0.00931229
     6.07551    0.977572   0.0110262
     6.14014    0.975622   0.0102596
     6.20477    0.983767  0.00879227
      6.2694    0.968519   0.0106175
     6.33404    0.970795   0.0115772
     6.39867     0.97158   0.0120137
      6.4633    0.965548  0.00951378
