    0.064633           0           0
    0.129266           0           0
    0.193899           0           0
    0.258532           0           0
    0.323165           0           0
    0.387798           0           0
    0.452431           0           0
    0.517064           0           0
    0.581697           0           0
     0.64633           0           0
    0.710963           0           0
    0.775596           0           0
     0.84023           0           0
    0.904863  0.00080756 0.000182498
    0.969496    0.138706  0.00416285
     1.03413     1.00638   0.0254875
     1.09876     1.94004   0.0479447
     1.16339     2.17201   0.0514067
     1.22803     2.02304   0.0485212
     1.29266     1.78718   0.0394873
     1.35729     1.59565    0.034429
     1.42193     1.43442   0.0298502
     1.48656     1.31573   0.0237883
     1.55119     1.22634   0.0202652
     1.61583     1.16623   0.0189914
     1.68046     1.12887   0.0222354
     1.74509     1.10087   0.0233327
     1.80973     1.07269   0.0205234
     1.87436     1.06223   0.0215166
     1.93899     1.05778   0.0190911
     2.00362     1.05045   0.0185916
     2.06826     1.04171   0.0187044
     2.13289      1.0468   0.0179975
     2.19752     1.03868   0.0173888
     2.26216     1.03813   0.0156098
     2.32679     1.03122   0.0164602
     2.39142     1.02741   0.0161723
     2.45606     1.02365   0.0154852
     2.52069     1.01844   0.0150968
     2.58532     1.01158   0.0155642
     2.64995     1.01052   0.0145973
     2.71459     1.00794   0.0140029
     2.77922     1.00345   0.0139063
     2.84385    0.998147    0.012737
     2.90849    0.996966   0.0115749
     2.97312    0.996207   0.0108855
     3.03775    0.999929   0.0101157
     3.10239     1.00112  0.00980239
     3.16702     1.00073  0.00907458
     3.23165    0.999762  0.00862227
     3.29629    0.995501  0.00880888
     3.36092    0.993996  0.00837273
     3.42555    0.993947  0.00851677
     3.49018    0.987546  0.00806934
     3.55482    0.986478  0.00761129
     3.61945    0.982779  0.00697394
     3.68408    0.980321  0.00785786
     3.74872    0.975875  0.00664913
     3.81335    0.980196  0.00688171
     3.87798    0.982044   0.0069607
     3.94262    0.982262   0.0067783
     4.00725    0.981489  0.00608208
     4.07188    0.982602  0.00543205
     4.13651    0.977919  0.00516031
     4.20115    0.977517  0.00499933
     4.26578    0.972453  0.00454516
     4.33041    0.973719  0.00483181
     4.39505     0.96918  0.00409873
     4.45968    0.971312  0.00418368
     4.52431    0.972098  0.00451471
     4.58895    0.969261  0.00432733
     4.65358    0.968845  0.00447154
     4.71821    0.968696  0.00394895
     4.78285    0.970657  0.00411207
     4.84748    0.967886  0.00453519
     4.91211    0.969569  0.00400086
     4.97674    0.969612  0.00382185
     5.04138    0.968478  0.00379581
     5.10601      0.9685  0.00375029
     5.17064     0.96789   0.0041185
     5.23528    0.967382  0.00334317
     5.29991    0.968844  0.00385291
     5.36454    0.969665  0.00419843
     5.42918    0.973417  0.00368149
     5.49381    0.974096  0.00345435
     5.55844     0.97608  0.00404004
     5.62307    0.975071  0.00385917
     5.68771    0.974847  0.00407928
     5.75234    0.976798  0.00328797
     5.81697     0.97909  0.00375626
     5.88161    0.977062  0.00424896
     5.94624    0.977766  0.00416027
     6.01087    0.979138  0.00456285
     6.07551    0.979218  0.00466031
     6.14014    0.979702  0.00433856
     6.20477    0.979837  0.00452467
      6.2694    0.977838  0.00486979
     6.33404    0.978828    0.004363
     6.39867    0.979661   0.0044079
      6.4633    0.981265  0.00458536
