0.498863 0
0.498559 0.000304394
0.495295 0.0032685
0.497399 0.00312548
0.496991 0.00245509
0.497842 0.00217762
0.499741 0.00264492
0.498461 0.00262394
0.498607 0.0023187
0.498536 0.00207514
0.498531 0.00187704
0.498938 0.00176115
0.498192 0.00178349
0.498325 0.00165652
0.499066 0.00171084
0.49873 0.00163519
0.499206 0.00160817
0.499226 0.00151632
0.499999 0.00162951
0.499675 0.00157954
0.499748 0.0015042
0.499382 0.00148012
0.499203 0.00142558
0.499034 0.00137535
0.499124 0.00132227
0.499394 0.00129871
0.499486 0.00125311
0.499633 0.00121636
0.49959 0.00117442
0.499242 0.00118698
0.499249 0.00114807
0.498999 0.00113937
0.498937 0.00110602
0.499003 0.00107498
0.498917 0.00104731
0.499131 0.00104001
0.499183 0.00101288
0.499234 0.000987143
0.499385 0.000973375
0.499434 0.000950003
0.499539 0.000932431
0.499249 0.000955159
0.499398 0.000944555
0.49931 0.000927034
0.499291 0.000906402
0.499361 0.000889251
0.499486 0.000879089
0.499668 0.000879509
0.499521 0.000873836
0.499472 0.000857573
